id_norma,titulo,categoria,categoria_reforma,prioridad,impacto_economico,complejidad_burocracia,legislative_action,negative_effects,reason
280149,"ESTABLECE DISPOSICIONES PARA LA INSTALACIÓN, MANTENCIÓN E INSPECCIÓN PERIÓDICA DE LOS ASCENSORES Y O",Construcciones y Sismicidad,simplificacion,6,medio,alta,"Simplificar el proceso de registro y certificación, permitiendo auto-certificación bajo ciertas condiciones y reduciendo la frecuencia de inspecciones obligatorias.",Barreras de entrada para nuevos proveedores de servicios de instalación y mantención de ascensores debido a la complejidad del registro y certificación.,"Aunque la norma busca garantizar la seguridad de los ascensores, introduce una burocracia significativa que puede ser simplificada. La creación de registros y certificaciones puede ser necesaria, pero"
30839,"MODIFICA EL D.F.L. N° 458, DE 1975, LEY GENERAL DE
URBANISMO Y CONSTRUCCIONES, ESTABLECIENDO NORMAS
",Construcciones y Sismicidad,simplificacion,6,medio,alta,Simplificar los procedimientos de revisión y reducir la carga burocrática para proyectos de menor escala.,Podría aumentar los costos de construcción y crear barreras de entrada para pequeñas empresas debido a la burocracia adicional y la necesidad de revisores independientes.,"La norma busca mejorar la calidad de la construcción y la seguridad, lo cual es positivo. Sin embargo, introduce procedimientos burocráticos y responsabilidades que podrían ser simplificados para evit"
1163603,"REGULA LA ENTREGA DE PLÁSTICOS DE UN SOLO USO Y LAS BOTELLAS PLÁSTICAS, Y MODIFICA LOS CUERPOS LEGAL",Contaminación,simplificacion,6,medio,alta,Simplificar el proceso de certificación y permitir más flexibilidad en el uso de materiales alternativos.,"Barreras de entrada para PYMEs debido a costos de certificación y cumplimiento, potencial aumento de precios para consumidores.","Si bien la ley busca reducir la contaminación plástica, su implementación puede generar costos adicionales para las empresas y consumidores, y podría ser mejorada para minimizar barreras de entrada y "
1121380,PROHÍBE LA ENTREGA DE BOLSAS PLÁSTICAS DE COMERCIO EN TODO EL TERRITORIO NACIONAL,Contaminación,desregulacion,6,medio,media,Revisar la prohibición total y considerar incentivos para el uso de alternativas biodegradables o programas de reciclaje.,Barreras de entrada para pequeños comerciantes que dependen de las bolsas plásticas por costos y logística.,"Si bien la intención de proteger el medio ambiente es válida, la prohibición total puede ser excesiva y limitar la libertad de elección de los consumidores y comerciantes. Podría considerarse un enfoq"
1130640,MODIFICA LA LEY Nº 20.530 Y CREA EL MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA,Diversidad Sexual,simplificacion,6,medio,alta,Revisar y optimizar la estructura organizativa para evitar duplicación de funciones y asegurar eficiencia en la implementación de políticas.,"Podría aumentar la burocracia y el gasto fiscal sin un retorno claro, además de potencialmente crear barreras administrativas para PYMEs en el acceso a programas sociales.","Aunque la intención de ampliar el enfoque del ministerio para incluir a las familias es positiva, la creación de un nuevo ministerio puede aumentar la burocracia estatal y el gasto fiscal sin un retor"
1118991,SOBRE EDUCACIÓN SUPERIOR,Diversidad Sexual,simplificacion,6,medio,alta,"Reformar artículos que establecen requisitos excesivos para la creación y funcionamiento de instituciones educativas, promoviendo una mayor libertad y competencia.",Puede generar barreras de entrada para nuevas instituciones y limitar la diversidad educativa al imponer estándares rígidos.,"Si bien la ley busca garantizar derechos fundamentales como la educación y la inclusión, su implementación puede generar una burocracia excesiva y limitar la competencia entre instituciones educativas"
1094436,MODERNIZA EL SISTEMA DE RELACIONES LABORALES,Diversidad Sexual,simplificacion,6,medio,alta,Reformar los artículos que imponen obligaciones excesivas a los empleadores y simplificar los procesos de negociación colectiva.,"Puede crear barreras para la creación de nuevas empresas y dificultar la contratación, especialmente para PYMEs que podrían verse sobrecargadas por las nuevas regulaciones.","Si bien la ley tiene la intención de promover la equidad y la inclusión en el trabajo, su implementación puede generar una mayor burocracia y restricciones en la libre negociación entre empleadores y "
1086063,CREA LA SUBSECRETARÍA DE DERECHOS HUMANOS Y ADECÚA LA LEY ORGÁNICA DEL MINISTERIO DE JUSTICIA,Diversidad Sexual,simplificacion,6,medio,alta,Revisar y simplificar las funciones de la Subsecretaría para evitar duplicaciones y asegurar eficiencia.,Posible aumento en la burocracia estatal y costos fiscales sin beneficios claros.,"La creación de la Subsecretaría de Derechos Humanos puede ser vista como un intento de fortalecer la protección de derechos fundamentales, pero su implementación puede generar burocracia adicional y c"
1060307,PERMITE LA INTRODUCCIÓN DE LA TELEVISIÓN DIGITAL TERRESTRE,Diversidad Sexual,simplificacion,6,medio,alta,Reformar los artículos que establecen condiciones restrictivas y simplificar los procedimientos de concesión y supervisión.,Puede crear barreras de entrada para nuevos competidores en el mercado de televisión y aumentar la burocracia para los concesionarios existentes.,"Si bien la ley tiene la intención de modernizar el sistema de televisión y promover la diversidad, su implementación genera una burocracia significativa y puede restringir la libre competencia al esta"
1031504,REGULA EL TRATAMIENTO TRIBUTARIO DE LOS INSTRUMENTOS DERIVADOS,Diversos Impuestos,simplificacion,6,medio,alta,"Simplificar los procedimientos de declaración y deducción de gastos, y revisar los requisitos de cumplimiento para facilitar la participación en el mercado de derivados.",Puede generar barreras de entrada para nuevos participantes en el mercado de derivados debido a la complejidad de cumplimiento y requisitos fiscales.,"Si bien la ley busca establecer un marco claro para la tributación de instrumentos derivados, su implementación puede ser compleja y generar incertidumbre en los contribuyentes, lo que podría restring"
29903,ESTABLECE IMPUESTOS A COMBUSTIBLES QUE SEÑALA,Diversos Impuestos,simplificacion,6,medio,alta,"Revisar y simplificar los requisitos técnicos y de autorización, así como evaluar la reducción de impuestos específicos para fomentar el uso de combustibles más limpios.","Aumento de costos para consumidores y distribuidores, barreras de entrada para nuevos competidores en el mercado de combustibles alternativos.","Si bien la ley busca generar ingresos fiscales, los impuestos a los combustibles pueden restringir la libre competencia y aumentar los costos para los consumidores. Además, la regulación técnica y los"
259864,CREA LA XV REGION DE ARICA Y PARINACOTA Y LA PROVINCIA DEL TAMARUGAL EN LA REGION DE TARAPACA,División Política Administrativa,simplificacion,6,medio,alta,"Revisar y simplificar la estructura administrativa de la nueva región, eliminando cargos innecesarios y optimizando recursos.",Aumento de la burocracia estatal y gasto público sin retorno claro.,"Si bien la creación de una nueva región puede ser vista como un intento de mejorar la administración local y la representación, la ley implica un aumento en la burocracia estatal y en el gasto público"
259774,CREA LA XIV REGION DE LOS RIOS Y LA PROVINCIA DE RANCO EN SU TERRITORIO,División Política Administrativa,simplificacion,6,medio,alta,"Revisar y simplificar la estructura administrativa y los cargos creados, evaluando la necesidad real de cada uno.",Aumento de la burocracia estatal y gasto público sin retorno claro.,"Si bien la creación de nuevas divisiones administrativas puede responder a necesidades locales de gestión y representación, la ley implica un aumento en la burocracia estatal y en el gasto público sin"
1142880,"MODIFICA LA LEY N° 19.628, SOBRE PROTECCIÓN DE LA VIDA PRIVADA, CON EL OBJETO DE PROHIBIR QUE SE INF",Educación Básica,modificacion,6,medio,baja,"Reformar la ley para incluir mecanismos que permitan la comunicación de deudas de manera responsable, asegurando la protección de datos personales sin eliminar la transparencia necesaria en el sistema","Puede generar un ambiente de riesgo moral en el financiamiento educativo, incentivando el endeudamiento irresponsable sin consecuencias visibles.","Si bien la protección de la vida privada es un derecho fundamental, esta norma puede dificultar la transparencia en el sistema crediticio y la evaluación de riesgos por parte de las instituciones fina"
1022346,CALIDAD Y EQUIDAD DE LA EDUCACIÓN,Educación Básica,simplificacion,6,medio,alta,"Reformar los artículos que imponen requisitos excesivos para la gestión y selección de directores y jefes de departamentos, simplificando los procesos de selección y evaluación.",Genera una burocracia que puede dificultar la gestión eficiente de los establecimientos educacionales y restringe la capacidad de los sostenedores para tomar decisiones rápidas.,"Si bien la ley busca mejorar la calidad educativa y proteger los derechos de los profesionales de la educación, su implementación genera una burocracia significativa y puede restringir la libertad de "
269001,ESTABLECE LEY DE SUBVENCIÓN ESCOLAR PREFERENCIAL,Educación Media,simplificacion,6,medio,alta,"Reformar los criterios de admisión y subvención para permitir mayor flexibilidad y reducir la burocracia, facilitando la competencia entre establecimientos educativos.",Puede crear barreras de entrada para nuevos establecimientos educativos y limitar la autonomía de los sostenedores al imponer requisitos y controles estatales.,"Si bien la intención de la ley es mejorar la educación de los grupos más vulnerables, la implementación crea una burocracia significativa y puede limitar la libertad de elección de los padres al impon"
256863,ESTABLECE DIVERSOS BENEFICIOS PARA PROFESIONALES DE LA EDUCACION Y MODIFICA DISTINTOS CUERPOS LEGALE,Educación Media,simplificacion,6,medio,alta,Simplificar los requisitos de acceso a la bonificación y reducir los trámites administrativos necesarios para su obtención.,Crea barreras de entrada para nuevos profesionales en el sector educativo y puede desincentivar la diversidad de formación en pedagogía.,"Si bien la ley busca mejorar las condiciones laborales de los profesionales de la educación, su implementación genera una burocracia innecesaria y puede restringir la competencia al establecer requisi"
210675,CREA SUBVENCION EDUCACIONAL PRO-RETENCION DE ALUMNOS Y ESTABLECE OTRAS NORMAS RELATIVAS A LAS REMUNE,Educación Media,simplificacion,6,medio,alta,"Reformar los mecanismos de entrega de subvenciones para fomentar la competencia y la calidad educativa, simplificando los requisitos burocráticos.",Puede generar dependencia de las subvenciones y desincentivar la mejora en la calidad educativa. La burocracia puede limitar la capacidad de respuesta de los establecimientos ante las necesidades de l,"Si bien la intención de la ley es positiva al buscar mejorar la retención de alumnos en situación de vulnerabilidad, la implementación a través de subvenciones puede generar dependencia del Estado y n"
210495,REFORMA CONSTITUCIONAL QUE ESTABLECE LA OBLIGATORIEDAD Y GRATUIDAD DE LA EDUCACION MEDIA,Educación Media,modernizacion,6,medio,alta,Reformar la ley para permitir la participación del sector privado en la educación media y establecer mecanismos de financiamiento más flexibles.,Puede generar una carga fiscal significativa y limitar la innovación en el sector educativo al favorecer un modelo estatal.,"Si bien la educación es un derecho fundamental y su acceso debe ser garantizado, la implementación estatal puede generar ineficiencias y limitar la competencia en el sector educativo. Es necesario ref"
180817,OTORGA UN MEJORAMIENTO ESPECIAL DE REMUNERACIONES PARA LOS PROFESIONALES DE LA EDUCACION,Educación Media,modernizacion,6,medio,alta,"Reformar la ley para permitir mayor flexibilidad en la fijación de remuneraciones y subvenciones, y considerar mecanismos de financiamiento más sostenibles.",Puede generar dependencia de subvenciones estatales y limitar la capacidad de los establecimientos para negociar salarios de manera independiente.,"Aunque la intención de mejorar las remuneraciones de los profesionales de la educación es válida, la implementación a través de aumentos obligatorios y subvenciones puede generar distorsiones en el me"
76753,CREA EL REGIMEN DE JORNADA ESCOLAR COMPLETA DIURNA Y DICTA NORMAS PARA SU APLICACION,Educación Media,simplificacion,6,medio,alta,Reformar los artículos que establecen la obligatoriedad de la jornada completa y permitir mayor flexibilidad en la implementación de horarios y currículum.,Puede limitar la flexibilidad de los establecimientos educativos y generar barreras para aquellos que no pueden cumplir con los requisitos impuestos.,"Si bien la intención de mejorar la educación es válida, la obligatoriedad de la jornada completa puede restringir la libertad de los establecimientos para organizar su currículum y horarios de acuerdo"
30831,ESTABLECE NORMAS Y CONCEDE AUMENTO DE REMUNERACIONES PARA PERSONAL NO DOCENTE DE ESTABLECIMIENTOS ED,Educación Media,simplificacion,6,medio,alta,Reformar los artículos relacionados con el financiamiento y la regulación de aumentos salariales para permitir mayor flexibilidad en la gestión de recursos por parte de los establecimientos educaciona,Genera dependencia del financiamiento estatal y puede limitar la capacidad de los establecimientos para gestionar sus recursos de manera eficiente.,"Si bien la ley busca mejorar las remuneraciones del personal no docente, su implementación genera dependencia del financiamiento estatal y puede limitar la flexibilidad de los establecimientos para ge"
177728,"OTORGA COMPENSACIONES Y OTROS BENEFICIOS QUE INDICA A
FUNCIONARIOS PUBLICOS ESTUDIANTES DE CARRERAS ",Educación Media Técnica Profesional,simplificacion,6,medio,alta,Reformar la ley para ampliar los beneficios a un mayor número de funcionarios y establecer criterios más claros y equitativos para su acceso.,"Puede generar descontento entre funcionarios que no califiquen para los beneficios, así como una carga fiscal adicional sin justificación clara.","Si bien la ley busca apoyar la educación de funcionarios públicos, su implementación es compleja y puede generar inequidades al beneficiar solo a un grupo específico. Además, crea un gasto fiscal sin "
1077041,"CREA LA SUBSECRETARÍA DE EDUCACIÓN PARVULARIA, LA INTENDENCIA DE EDUCACIÓN PARVULARIA Y MODIFICA DIV",Educación Parvularia,simplificacion,6,medio,alta,Reformar la ley para simplificar los requisitos de autorización de funcionamiento y fomentar la competencia en el sector de educación parvularia.,Puede crear barreras de entrada para nuevos actores en el ámbito de la educación parvularia debido a los requisitos de reconocimiento y autorización por parte del Estado.,"Si bien la creación de la Subsecretaría puede ser vista como un intento de mejorar la calidad de la educación parvularia, la ley impone una estructura burocrática que podría generar ineficiencias y co"
144589,"REFORMA LA CONSTITUCION POLITICA DE LA REPUBLICA, ESTABLECIENDO EL RECONOCIMIENTO DE LA EDUCACION PA",Educación Parvularia,modernizacion,6,medio,media,Reformar el artículo para incluir mecanismos que fomenten la competencia y la participación del sector privado en la educación parvularia.,Puede generar dependencia del sistema educativo estatal y limitar la competencia en el sector educativo.,"Si bien la promoción de la educación parvularia es un objetivo loable, la intervención del Estado en este ámbito puede generar distorsiones en la oferta educativa y limitar la libertad de elección de "
1119253,SOBRE UNIVERSIDADES ESTATALES,Educación Superior,simplificacion,6,medio,alta,"Reformar artículos que establecen estructuras rígidas de gobierno y control, permitiendo mayor autonomía en la gestión y administración de las universidades.",Puede limitar la competencia entre universidades y crear barreras para nuevas instituciones educativas que busquen ofrecer alternativas a los estudiantes.,"Si bien la ley busca promover la educación superior y la autonomía universitaria, su implementación puede generar una burocracia innecesaria y limitar la competencia al establecer un marco rígido para"
241244,"ESTABLECE FACULTADES EN MATERIAS FINANCIERAS PARA LAS
UNIVERSIDADES ESTATALES",Educación Superior,modernizacion,6,medio,media,Revisar y modificar los artículos relacionados con la autorización de empréstitos para incluir condiciones más estrictas y mecanismos de control financiero.,Puede generar dependencia financiera de las universidades hacia el Estado y fomentar una cultura de gasto sin responsabilidad fiscal.,"Si bien la ley busca mejorar la situación financiera de las universidades estatales y fomentar la transparencia, la autorización de empréstitos puede llevar a un aumento en la dependencia financiera d"
206178,ESTABLECE NUEVAS NORMAS PARA LA REPROGRAMACION DE DEUDAS PROVENIENTES DEL CREDITO SOLIDARIO DE LA ED,Educación Superior,simplificacion,6,medio,alta,"Reformar los artículos que regulan la cobranza y simplificar el proceso de reprogramación de deudas, permitiendo opciones más flexibles y menos burocráticas.",Puede generar barreras para la reprogramación efectiva de deudas y tensiones laborales debido a descuentos obligatorios en salarios.,"Si bien la ley busca ofrecer alivio a los deudores de créditos educativos, su implementación crea una burocracia innecesaria y puede limitar la libertad económica al imponer condiciones estrictas y pr"
30672,"MODIFICA LOS ESTATUTOS DE LAS UNIVERSIDADES QUE
INDICA EN LA MATERIA DE ELECCION DE RECTOR Y ESTABLE",Educación Superior,simplificacion,6,medio,media,"Revisar y flexibilizar los requisitos de elegibilidad para candidatos a rector, permitiendo una mayor inclusión de académicos con experiencia en diversas instituciones.","Puede limitar la diversidad de candidatos y la competencia en la gestión universitaria, afectando la calidad educativa.","Si bien la ley busca establecer un proceso democrático para la elección de rectores, impone requisitos que pueden limitar la participación de académicos con experiencia en otras instituciones no estat"
30654,MODIFICA LEY 18.591 Y ESTABLECE NORMAS SOBRE FONDOS SOLIDARIOS DE CREDITO UNIVERSITARIO,Educación Superior,simplificacion,6,medio,alta,"Reformar el sistema de acreditación y simplificar los trámites para la obtención de créditos, promoviendo la competencia entre instituciones.",Genera una burocracia compleja que puede dificultar el acceso a créditos para estudiantes y limitar la competencia entre instituciones educativas.,"Si bien la ley busca facilitar el acceso a la educación superior mediante créditos, su implementación genera una burocracia significativa y puede limitar la competencia entre instituciones educativas."
1010482,"FIJA NORMAS SOBRE INFORMACIÓN, ORIENTACIÓN Y PRESTACIONES EN MATERIA DE REGULACIÓN DE LA FERTILIDAD",Embarazo Adolescente,simplificacion,6,medio,media,"Reformar los artículos que establecen requisitos burocráticos para la entrega de información y métodos anticonceptivos, promoviendo la auto-declaración y el acceso directo.","Puede generar barreras de acceso a métodos anticonceptivos y educación sexual, especialmente en contextos donde la interpretación estatal sea restrictiva.","Si bien la ley busca proteger derechos fundamentales relacionados con la salud y la educación sexual, su implementación puede generar burocracia innecesaria y depender de la interpretación estatal, lo"
283039,TRANSFORMA CASA DE MONEDA DE CHILE EN SOCIEDAD ANÓNIMA,Empresas del Estado y Sociedades en las que participa,modernizacion,6,medio,alta,Reformar la ley para permitir la participación privada en la Casa de Moneda y revisar las restricciones que limitan la competencia.,"Puede crear una dependencia del Estado en la producción de moneda y servicios relacionados, limitando la innovación y la competencia en el sector.","Si bien la transformación en sociedad anónima puede modernizar la gestión de la Casa de Moneda, la propiedad estatal mayoritaria y la regulación estricta pueden limitar la competencia y la eficiencia."
30151,ESTABLECE NORMAS PARA TRANSFORMAR LA DIRECCION GENERAL DE METRO EN SOCIEDAD ANONIMA,Empresas del Estado y Sociedades en las que participa,simplificacion,6,medio,alta,Reformar la ley para permitir mayor competencia en el sector del transporte público y reducir la intervención estatal en la gestión de Metro S.A.,"Puede limitar la competencia en el sector del transporte público, dificultando la entrada de nuevos operadores privados.","Aunque la creación de una sociedad anónima puede fomentar una gestión más eficiente del servicio de transporte, la ley sigue permitiendo la intervención del Estado en un sector que podría beneficiarse"
30152,TRANSFORMA LA EMPRESA MARITIMA DEL ESTADO EN SOCIEDAD ANONIMA,Empresas del Estado y Sociedades en las que participa,modernizacion,6,medio,media,Reformar la ley para limitar la intervención estatal y fomentar la competencia en el sector marítimo.,Puede crear barreras de entrada para empresas privadas en el sector marítimo.,"Aunque la transformación en sociedad anónima puede aumentar la eficiencia y competitividad, la ley permite al Estado seguir interviniendo en el sector marítimo, lo que puede restringir la libre compet"
1057087,SOBRE PROTECCIÓN A DEUDORES DE CRÉDITOS EN DINERO,Endeudamiento y Crédito,modificacion,6,medio,alta,"Revisar y ajustar los límites de tasas de interés, permitiendo mayor flexibilidad y competencia en el mercado crediticio.",Puede restringir el acceso al crédito para segmentos vulnerables y limitar la oferta de productos financieros.,"Si bien la ley busca proteger a los deudores y fomentar prácticas de crédito responsables, impone restricciones que pueden limitar la competencia y la libre oferta de productos financieros. Las regula"
1001569,MODIFICA DISTINTOS CUERPOS LEGALES CON EL OBJETO DE MEJORAR LAS CONDICIONES DE FINANCIAMIENTO PARA P,Endeudamiento y Crédito,simplificacion,6,medio,alta,Reformar artículos que imponen restricciones excesivas a la competencia y simplificar los procesos de autorización y regulación.,Puede generar barreras de entrada para nuevas empresas y aumentar la carga burocrática en el sector financiero.,"Si bien la ley busca facilitar el acceso al financiamiento, introduce regulaciones que pueden restringir la competencia y aumentar la burocracia en el sector financiero. Es necesario reformar ciertos "
29719,LEY DE SEGURIDAD NUCLEAR,Energía Nuclear,simplificacion,6,medio,alta,Simplificar los procesos de autorización y permitir una mayor flexibilidad en la regulación de instalaciones nucleares.,Burocracia excesiva que puede desincentivar la inversión en el sector nuclear y limitar la competencia.,"Si bien la ley busca proteger la salud y el medio ambiente, su implementación genera una burocracia considerable que puede restringir la libre competencia y la innovación en el sector energético. Es n"
244271,REESTABLECE LA BONIFICACION FISCAL PARA ENFERMEDADES CATASTROFICAS ESTABLECIDA EN LA LEY Nº 19.779,Enfermedades Catastróficas,modernizacion,6,medio,media,Reformar la ley para incluir mecanismos que promuevan la responsabilidad individual y la inversión en seguros privados.,Puede generar dependencia del sistema de salud pública y desincentivar la inversión en seguros privados.,"Si bien la intención de la ley es proteger a los ciudadanos frente a enfermedades catastróficas, la implementación a través de bonificaciones fiscales puede generar dependencia del Estado y desincenti"
144393,"AUTORIZA EL TRASPASO DE FONDOS A CORFO PARA LA INVERSION
TECNOLOGICA QUE PERMITA EL USO DEL GAS NATU",Gas,simplificacion,6,medio,media,Reformar el mecanismo de subsidios para fomentar la inversión privada en lugar de depender de fondos públicos.,Genera dependencia de subsidios estatales y puede desincentivar la innovación en el sector privado.,"Si bien la intención de promover el uso de tecnologías más limpias en el transporte público es positiva, la implementación a través de subsidios estatales puede distorsionar el mercado y generar depen"
1200907,"CREA LA SECRETARÍA DE GOBIERNO DIGITAL EN LA SUBSECRETARÍA DE HACIENDA, Y ADECÚA LOS CUERPOS LEGALES",Gobierno Digital,modernizacion,6,medio,alta,Reformar la ley para establecer mecanismos de auto-regulación y simplificación de trámites en el uso de tecnologías digitales.,Posible aumento de la burocracia estatal y costos fiscales sin beneficios claros.,"Si bien la creación de la Secretaría de Gobierno Digital puede contribuir a la modernización y eficiencia del Estado, la implementación de esta ley podría generar una burocracia adicional y costos fis"
1177223,"MODIFICA DIVERSOS CUERPOS LEGALES, EN MATERIA DE TRANSFORMACIÓN DIGITAL DEL ESTADO",Gobierno Digital,modernizacion,6,medio,alta,"Reformar plazos y fases de implementación para permitir una adopción más ágil de tecnologías digitales, y reducir la burocracia asociada.",Puede generar dependencia de la burocracia estatal y retrasos en la implementación efectiva de tecnologías digitales.,"La ley busca modernizar la administración pública a través de la digitalización, lo cual es positivo. Sin embargo, la implementación gradual y la dependencia de la burocracia estatal pueden generar in"
233421,REGULA LA TRANSFERENCIA Y OTORGA MERITO EJECUTIVO A COPIA DE LA FACTURA,Gobierno Electrónico,simplificacion,6,medio,alta,Simplificar los requisitos de inscripción de acuerdos y permitir la auto-declaración de los plazos de pago entre las partes sin intervención estatal.,Puede generar barreras de entrada para PYMEs debido a la carga administrativa y a la necesidad de cumplir con requisitos adicionales para la cesión de créditos.,"Si bien la ley tiene la intención de proteger a los proveedores y asegurar el cumplimiento de los plazos de pago, su implementación puede generar burocracia innecesaria, especialmente en la obligación"
213004,LEY DE BASES SOBRE CONTRATOS ADMINISTRATIVOS DE SUMINISTRO Y PRESTACION DE SERVICIOS,Gobierno Electrónico,simplificacion,6,medio,alta,"Simplificar los requisitos de inscripción y acreditación para proveedores, y reducir la carga burocrática en los procesos de licitación.",Puede crear barreras de entrada para PYMEs debido a requisitos burocráticos y técnicos complejos.,"Si bien la ley busca promover la transparencia y la competencia en la contratación pública, su implementación puede generar una burocracia excesiva y restricciones que limitan la participación de empr"
1043718,FORTALECE EL CARÁCTER VARIABLE DEL IMPUESTO ESPECÍFICO SOBRE LOS COMBUSTIBLES DE USO VEHICULAR PARA ,Impuesto a los Combustibles,simplificacion,6,medio,alta,Reformar el mecanismo de indemnización y ajustar los parámetros del impuesto para evitar distorsiones en el mercado.,Puede generar distorsiones en el mercado de combustibles y afectar la competencia entre proveedores.,"Si bien la ley tiene la intención de proteger a los consumidores de las fluctuaciones de precios, su implementación puede generar distorsiones en el mercado y afectar la libre competencia. Además, la "
190784,ESTABLECE EL REINTEGRO PARCIAL DE LOS PEAJES PAGADOS EN VIAS CONCESIONADAS POR VEHICULOS PESADOS Y E,Impuesto a los Combustibles,simplificacion,6,medio,alta,Simplificar el proceso de reintegro y establecer criterios claros y menos burocráticos para la fiscalización.,Burocracia excesiva y potenciales distorsiones en el mercado del transporte.,"Si bien la ley busca aliviar la carga fiscal sobre las empresas de transporte, su implementación genera una burocracia considerable y puede distorsionar la competencia en el sector. Es necesario refor"
1176525,"REAJUSTA EL MONTO DEL INGRESO MÍNIMO MENSUAL, ASÍ COMO LA ASIGNACIÓN FAMILIAR Y MATERNAL, Y EL SUBSI",Ingreso Mínimo desde el año 1990 -,modernizacion,6,medio,alta,"Revisar y ajustar los montos del ingreso mínimo y los subsidios, considerando un enfoque más flexible y menos rígido en su implementación.",Aumento de la informalidad laboral y posible reducción de la contratación en PYMEs debido al aumento de costos laborales.,"Si bien la intención de la ley es proteger a los trabajadores y apoyar a las PYMEs, el aumento del ingreso mínimo puede generar efectos negativos en el empleo y la informalidad, además de crear una ca"
1162462,"REAJUSTA EL MONTO DEL INGRESO MÍNIMO MENSUAL, ASÍ COMO LA ASIGNACIÓN FAMILIAR Y MATERNAL, Y EL SUBSI",Ingreso Mínimo desde el año 1990 -,simplificacion,6,medio,alta,Reformar los mecanismos de ajuste del ingreso mínimo y simplificar los requisitos para acceder a subsidios.,"Posible aumento de la informalidad laboral y reducción de la oferta de empleo, especialmente en PYMEs.","Si bien la intención de la ley es ayudar a las familias en situación de vulnerabilidad, el aumento del ingreso mínimo puede generar efectos adversos en el mercado laboral, como la reducción de la ofer"
1144041,CREA UN SUBSIDIO PARA ALCANZAR UN INGRESO MÍNIMO GARANTIZADO,Ingreso Mínimo desde el año 1990 -,modernizacion,6,medio,alta,"Reformar la ley para incluir mecanismos que incentiven la capacitación y reinserción laboral, y establecer un plan de salida gradual del subsidio.","Puede fomentar la dependencia del subsidio y desincentivar el trabajo formal, afectando la dinámica del mercado laboral.","Si bien la intención de la ley es proteger a los trabajadores de bajos ingresos, su implementación genera dependencia del subsidio y puede desincentivar la búsqueda de empleo o la mejora de las condic"
1123300,"REAJUSTA EL MONTO DEL INGRESO MÍNIMO MENSUAL, ASÍ COMO LA ASIGNACIÓN FAMILIAR Y MATERNAL, Y EL SUBSI",Ingreso Mínimo desde el año 1990 -,modernizacion,6,alto,media,Reformar el mecanismo de ajuste del ingreso mínimo para permitir mayor flexibilidad y considerar las realidades del mercado laboral.,"Puede generar desempleo y desincentivar la contratación de trabajadores, especialmente en PYMEs que no pueden absorber los costos adicionales.","Si bien el objetivo de garantizar un ingreso mínimo es loable, la fijación estatal de salarios mínimos puede distorsionar el mercado laboral, restringiendo la libertad económica y afectando la creació"
1091980,"REAJUSTA EL MONTO DEL INGRESO MÍNIMO MENSUAL, ASÍ COMO DE LA ASIGNACIÓN FAMILIAR Y MATERNAL Y DEL SU",Ingreso Mínimo desde el año 1990 -,modificacion,6,medio,baja,"Revisar y ajustar el monto del ingreso mínimo para que no afecte negativamente el empleo, considerando un enfoque más flexible que permita a las empresas adaptarse.",Puede generar desempleo entre trabajadores menos calificados y aumentar la informalidad laboral.,"Si bien la intención de proteger a los trabajadores con un ingreso mínimo es loable, la imposición de un salario mínimo puede generar distorsiones en el mercado laboral, restringiendo la libertad econ"
1053752,REAJUSTA MONTO DEL INGRESO MÍNIMO MENSUAL,Ingreso Mínimo desde el año 1990 -,modernizacion,6,medio,baja,Reformar el monto del ingreso mínimo a un sistema más flexible que considere el costo de vida y la productividad del trabajador.,"Puede generar desempleo, especialmente entre jóvenes y trabajadores menos calificados, y aumentar la informalidad laboral.","Aunque la intención de establecer un ingreso mínimo es proteger a los trabajadores, este tipo de regulaciones tienden a distorsionar el mercado laboral, generando desempleo y afectando la libre compet"
279936,ESTABLECE UN BONO EXTRAORDINARIO PARA QUIENES EJERZAN COMO VOCALES DE LAS MESAS RECEPTORAS DE SUFRAG,Legislación Electoral,simplificacion,6,medio,media,Reformar la ley para establecer un sistema de compensación más sostenible y evaluar la necesidad de este bono en futuras elecciones.,Fomenta la dependencia de subsidios estatales y puede desincentivar la participación voluntaria en procesos cívicos.,"Si bien la ley busca incentivar la participación ciudadana en procesos electorales, genera un gasto público sin un retorno claro y puede fomentar la dependencia de subsidios estatales. Es necesario re"
1153732,APRUEBA REGLAMENTO DE ATENCIÓN DE USUARIOS DEL CONSEJO PARA LA TRANSPARENCIA,Acceso a la Información Pública,simplificacion,6,medio,alta,"Simplificar el reglamento para que los procedimientos sean más claros y ágiles, eliminando pasos innecesarios.",Puede generar demoras en la atención y complicar el acceso a la información pública para los usuarios.,"Aunque la norma busca promover la transparencia y el acceso a la información, su implementación puede generar burocracia innecesaria y complicar el proceso de atención al usuario. Se requiere una simp"
1027680,REAJUSTA MONTO DEL INGRESO MIÍNIMO MENSUAL,Ingreso Mínimo desde el año 1990 -,modificacion,6,medio,baja,Revisar y ajustar el monto del ingreso mínimo de acuerdo a condiciones del mercado y permitir mayor flexibilidad en la negociación salarial.,Puede generar desempleo y barreras de entrada para PYMEs que no pueden afrontar los costos laborales incrementados.,"Si bien la intención de establecer un ingreso mínimo busca proteger a los trabajadores, la fijación de un salario mínimo puede generar distorsiones en el mercado laboral, como el aumento del desempleo"
